"Step","w1-baseline-fast - metrics/reasoning_reward","w1-baseline-fast - metrics/reasoning_reward__MIN","w1-baseline-fast - metrics/reasoning_reward__MAX","w1-alpha64-baseline - metrics/reasoning_reward","w1-alpha64-baseline - metrics/reasoning_reward__MIN","w1-alpha64-baseline - metrics/reasoning_reward__MAX","w1-alpha32-baseline - metrics/reasoning_reward","w1-alpha32-baseline - metrics/reasoning_reward__MIN","w1-alpha32-baseline - metrics/reasoning_reward__MAX","w1-alpha128-baseline - metrics/reasoning_reward","w1-alpha128-baseline - metrics/reasoning_reward__MIN","w1-alpha128-baseline - metrics/reasoning_reward__MAX","w1-alpha64-lr1e-5 - metrics/reasoning_reward","w1-alpha64-lr1e-5 - metrics/reasoning_reward__MIN","w1-alpha64-lr1e-5 - metrics/reasoning_reward__MAX","w1-alpha64-lr3e-6 - metrics/reasoning_reward","w1-alpha64-lr3e-6 - metrics/reasoning_reward__MIN","w1-alpha64-lr3e-6 - metrics/reasoning_reward__MAX","w1-alpha64-lr3e-6-b64-r16 - metrics/reasoning_reward","w1-alpha64-lr3e-6-b64-r16 - metrics/reasoning_reward__MIN","w1-alpha64-lr3e-6-b64-r16 - metrics/reasoning_reward__MAX","w1-alpha64-lr5e-6 - metrics/reasoning_reward","w1-alpha64-lr5e-6 - metrics/reasoning_reward__MIN","w1-alpha64-lr5e-6 - metrics/reasoning_reward__MAX","w1-alpha64-lr3e-6-2048-max-tokens - metrics/reasoning_reward","w1-alpha64-lr3e-6-2048-max-tokens - metrics/reasoning_reward__MIN","w1-alpha64-lr3e-6-2048-max-tokens - metrics/reasoning_reward__MAX","w1-alpha64-lr3e-6-1024-max-tokens - metrics/reasoning_reward","w1-alpha64-lr3e-6-1024-max-tokens - metrics/reasoning_reward__MIN","w1-alpha64-lr3e-6-1024-max-tokens - metrics/reasoning_reward__MAX","w2-alpha64-lr3e-6-2048-max-tokens-t0.15 - metrics/reasoning_reward","w2-alpha64-lr3e-6-2048-max-tokens-t0.15 - metrics/reasoning_reward__MIN","w2-alpha64-lr3e-6-2048-max-tokens-t0.15 - metrics/reasoning_reward__MAX","w2-alpha64-lr3e-6-2048-max-tokens-r4 - metrics/reasoning_reward","w2-alpha64-lr3e-6-2048-max-tokens-r4 - metrics/reasoning_reward__MIN","w2-alpha64-lr3e-6-2048-max-tokens-r4 - metrics/reasoning_reward__MAX"
"30","0.6363281250000001","0.6363281250000001","0.6363281250000001","0.7191406250000001","0.7191406250000001","0.7191406250000001","0.7318359375","0.7318359375","0.7318359375","0.7","0.7","0.7","0.6113281250000001","0.6113281250000001","0.6113281250000001","0.7554687499999999","0.7554687499999999","0.7554687499999999","0.6640624999999999","0.6640624999999999","0.6640624999999999","0.682421875","0.682421875","0.682421875","0.8837890625000002","0.8837890625000002","0.8837890625000002","0.807421875","0.807421875","0.807421875","0.8951171875000001","0.8951171875000001","0.8951171875000001","0.8822265625000001","0.8822265625000001","0.8822265625000001"
"32","0.7021484375","0.7021484375","0.7021484375","0.7349609375","0.7349609375","0.7349609375","0.7361328125000001","0.7361328125000001","0.7361328125000001","0.7345703125","0.7345703125","0.7345703125","0.645703125","0.645703125","0.645703125","0.7541015625","0.7541015625","0.7541015625","0.727734375","0.727734375","0.727734375","0.709765625","0.709765625","0.709765625","0.8847656250000002","0.8847656250000002","0.8847656250000002","0.7804687499999999","0.7804687499999999","0.7804687499999999","0.8806640625000002","0.8806640625000002","0.8806640625000002","0.8617187500000001","0.8617187500000001","0.8617187500000001"
"33","0.652734375","0.652734375","0.652734375","0.73515625","0.73515625","0.73515625","0.7445312500000001","0.7445312500000001","0.7445312500000001","0.731640625","0.731640625","0.731640625","0.6416015625","0.6416015625","0.6416015625","0.7146484375","0.7146484375","0.7146484375","0.730859375","0.730859375","0.730859375","0.7134765625","0.7134765625","0.7134765625","0.8748046875000002","0.8748046875000002","0.8748046875000002","0.796875","0.796875","0.796875","0.8925781250000002","0.8925781250000002","0.8925781250000002","0.8798828125000002","0.8798828125000002","0.8798828125000002"
"34","0.6771484375000001","0.6771484375000001","0.6771484375000001","0.7660156250000001","0.7660156250000001","0.7660156250000001","0.7357421875000001","0.7357421875000001","0.7357421875000001","0.7140625","0.7140625","0.7140625","0.6521484375","0.6521484375","0.6521484375","0.7111328125","0.7111328125","0.7111328125","0.76328125","0.76328125","0.76328125","0.7185546875","0.7185546875","0.7185546875","0.8845703125000002","0.8845703125000002","0.8845703125000002","0.817578125","0.817578125","0.817578125","0.8787109375000002","0.8787109375000002","0.8787109375000002","0.8699218750000001","0.8699218750000001","0.8699218750000001"
"35","0.6826171875","0.6826171875","0.6826171875","0.7060546875","0.7060546875","0.7060546875","0.75","0.75","0.75","0.709375","0.709375","0.709375","0.625","0.625","0.625","0.7339843749999999","0.7339843749999999","0.7339843749999999","0.75546875","0.75546875","0.75546875","0.6857421875","0.6857421875","0.6857421875","0.8695312500000001","0.8695312500000001","0.8695312500000001","0.8060546875000001","0.8060546875000001","0.8060546875000001","0.8564453125000001","0.8564453125000001","0.8564453125000001","0.876171875","0.876171875","0.876171875"
"36","0.7351562500000001","0.7351562500000001","0.7351562500000001","0.677734375","0.677734375","0.677734375","0.7244140625","0.7244140625","0.7244140625","0.6605468750000001","0.6605468750000001","0.6605468750000001","0.6318359375","0.6318359375","0.6318359375","0.7400390625","0.7400390625","0.7400390625","0.63359375","0.63359375","0.63359375","0.7113281250000001","0.7113281250000001","0.7113281250000001","0.8726562500000001","0.8726562500000001","0.8726562500000001","0.8173828125000001","0.8173828125000001","0.8173828125000001","0.8730468750000002","0.8730468750000002","0.8730468750000002","0.8791015625000002","0.8791015625000002","0.8791015625000002"
"37","0.700390625","0.700390625","0.700390625","0.7281250000000001","0.7281250000000001","0.7281250000000001","0.749609375","0.749609375","0.749609375","0.7470703125","0.7470703125","0.7470703125","0.5984375000000001","0.5984375000000001","0.5984375000000001","0.73359375","0.73359375","0.73359375","0.73046875","0.73046875","0.73046875","0.6980468750000001","0.6980468750000001","0.6980468750000001","0.8822265625000001","0.8822265625000001","0.8822265625000001","0.786328125","0.786328125","0.786328125","0.8970703125000001","0.8970703125000001","0.8970703125000001","0.8830078125","0.8830078125","0.8830078125"
"38","0.6466796875","0.6466796875","0.6466796875","0.7474609375","0.7474609375","0.7474609375","0.7732421875000001","0.7732421875000001","0.7732421875000001","0.7451171875","0.7451171875","0.7451171875","0.6099609375","0.6099609375","0.6099609375","0.71796875","0.71796875","0.71796875","0.71015625","0.71015625","0.71015625","0.7310546875","0.7310546875","0.7310546875","0.8894531250000002","0.8894531250000002","0.8894531250000002","0.8091796875000001","0.8091796875000001","0.8091796875000001","0.8820312500000003","0.8820312500000003","0.8820312500000003","0.8839843750000003","0.8839843750000003","0.8839843750000003"
"39","0.7564453125","0.7564453125","0.7564453125","0.7595703125000001","0.7595703125000001","0.7595703125000001","0.7130859375","0.7130859375","0.7130859375","0.7259765625000001","0.7259765625000001","0.7259765625000001","0.657421875","0.657421875","0.657421875","0.7496093749999999","0.7496093749999999","0.7496093749999999","0.7953124999999999","0.7953124999999999","0.7953124999999999","0.7310546875","0.7310546875","0.7310546875","0.8685546875000003","0.8685546875000003","0.8685546875000003","0.7822265625","0.7822265625","0.7822265625","0.8724609375000001","0.8724609375000001","0.8724609375000001","0.8841796875000002","0.8841796875000002","0.8841796875000002"
"40","0.695703125","0.695703125","0.695703125","0.744140625","0.744140625","0.744140625","0.7144531249999999","0.7144531249999999","0.7144531249999999","0.750390625","0.750390625","0.750390625","0.623046875","0.623046875","0.623046875","0.7142578125000001","0.7142578125000001","0.7142578125000001","0.735546875","0.735546875","0.735546875","0.7193359375000001","0.7193359375000001","0.7193359375000001","0.8738281250000002","0.8738281250000002","0.8738281250000002","0.8234375","0.8234375","0.8234375","0.8781250000000003","0.8781250000000003","0.8781250000000003","0.8734375000000001","0.8734375000000001","0.8734375000000001"
"41","0.68359375","0.68359375","0.68359375","0.7376953125000001","0.7376953125000001","0.7376953125000001","0.7546875","0.7546875","0.7546875","0.7517578125000001","0.7517578125000001","0.7517578125000001","0.6416015625","0.6416015625","0.6416015625","0.7470703125000001","0.7470703125000001","0.7470703125000001","0.684375","0.684375","0.684375","0.74140625","0.74140625","0.74140625","0.8773437500000002","0.8773437500000002","0.8773437500000002","0.8113281250000001","0.8113281250000001","0.8113281250000001","0.8880859375000002","0.8880859375000002","0.8880859375000002","0.8697265625000001","0.8697265625000001","0.8697265625000001"
"42","0.68203125","0.68203125","0.68203125","0.6931640625","0.6931640625","0.6931640625","0.7271484375000001","0.7271484375000001","0.7271484375000001","0.73671875","0.73671875","0.73671875","0.6234375","0.6234375","0.6234375","0.7373046875","0.7373046875","0.7373046875","0.68515625","0.68515625","0.68515625","0.7263671875","0.7263671875","0.7263671875","0.8775390625000001","0.8775390625000001","0.8775390625000001","0.8","0.8","0.8","0.8660156250000002","0.8660156250000002","0.8660156250000002","0.8765625000000001","0.8765625000000001","0.8765625000000001"
"43","0.6517578125000001","0.6517578125000001","0.6517578125000001","0.76015625","0.76015625","0.76015625","0.7568359375","0.7568359375","0.7568359375","0.7406249999999999","0.7406249999999999","0.7406249999999999","0.674609375","0.674609375","0.674609375","0.7242187500000001","0.7242187500000001","0.7242187500000001","0.715625","0.715625","0.715625","0.6994140624999999","0.6994140624999999","0.6994140624999999","0.8917968750000003","0.8917968750000003","0.8917968750000003","0.7966796875","0.7966796875","0.7966796875","0.8750000000000002","0.8750000000000002","0.8750000000000002","0.8804687500000001","0.8804687500000001","0.8804687500000001"
"44","0.6275390624999999","0.6275390624999999","0.6275390624999999","0.772265625","0.772265625","0.772265625","0.7005859375","0.7005859375","0.7005859375","0.77265625","0.77265625","0.77265625","0.6447265625","0.6447265625","0.6447265625","0.7566406250000001","0.7566406250000001","0.7566406250000001","0.705078125","0.705078125","0.705078125","0.6980468750000001","0.6980468750000001","0.6980468750000001","0.8931640625000001","0.8931640625000001","0.8931640625000001","0.8185546875","0.8185546875","0.8185546875","0.8666015625000002","0.8666015625000002","0.8666015625000002","0.8654296875","0.8654296875","0.8654296875"
"45","0.7263671875000002","0.7263671875000002","0.7263671875000002","0.7306640624999999","0.7306640624999999","0.7306640624999999","0.7242187500000001","0.7242187500000001","0.7242187500000001","0.7177734375000001","0.7177734375000001","0.7177734375000001","0.6347656250000001","0.6347656250000001","0.6347656250000001","0.7429687500000001","0.7429687500000001","0.7429687500000001","0.675","0.675","0.675","0.699609375","0.699609375","0.699609375","0.8837890625000002","0.8837890625000002","0.8837890625000002","0.8101562500000001","0.8101562500000001","0.8101562500000001","0.8699218750000002","0.8699218750000002","0.8699218750000002","0.8861328125000001","0.8861328125000001","0.8861328125000001"
"46","0.6994140625","0.6994140625","0.6994140625","0.7347656250000001","0.7347656250000001","0.7347656250000001","0.7537109375000001","0.7537109375000001","0.7537109375000001","0.734375","0.734375","0.734375","0.6511718750000001","0.6511718750000001","0.6511718750000001","0.7505859375","0.7505859375","0.7505859375","0.75078125","0.75078125","0.75078125","0.69140625","0.69140625","0.69140625","0.8912109375000002","0.8912109375000002","0.8912109375000002","0.80078125","0.80078125","0.80078125","0.8882812500000001","0.8882812500000001","0.8882812500000001","0.8802734375000002","0.8802734375000002","0.8802734375000002"
"47","0.676171875","0.676171875","0.676171875","0.732421875","0.732421875","0.732421875","0.7677734375","0.7677734375","0.7677734375","0.7443359375","0.7443359375","0.7443359375","0.62890625","0.62890625","0.62890625","0.78671875","0.78671875","0.78671875","0.753515625","0.753515625","0.753515625","0.7023437499999999","0.7023437499999999","0.7023437499999999","0.8916015625000002","0.8916015625000002","0.8916015625000002","0.8015625","0.8015625","0.8015625","0.8873046875000002","0.8873046875000002","0.8873046875000002","0.8632812500000002","0.8632812500000002","0.8632812500000002"
"48","0.719140625","0.719140625","0.719140625","0.7380859375","0.7380859375","0.7380859375","0.7777343750000001","0.7777343750000001","0.7777343750000001","0.736328125","0.736328125","0.736328125","0.653515625","0.653515625","0.653515625","0.7669921875000001","0.7669921875000001","0.7669921875000001","0.75546875","0.75546875","0.75546875","0.6923828125","0.6923828125","0.6923828125","0.8730468750000002","0.8730468750000002","0.8730468750000002","0.837109375","0.837109375","0.837109375","0.8808593750000002","0.8808593750000002","0.8808593750000002","0.8808593750000002","0.8808593750000002","0.8808593750000002"
"49","0.7025390625000001","0.7025390625000001","0.7025390625000001","0.7638671875","0.7638671875","0.7638671875","0.7380859375000001","0.7380859375000001","0.7380859375000001","0.7361328125","0.7361328125","0.7361328125","0.6298828125","0.6298828125","0.6298828125","0.7679687500000001","0.7679687500000001","0.7679687500000001","0.683203125","0.683203125","0.683203125","0.7253906250000001","0.7253906250000001","0.7253906250000001","0.8740234375000002","0.8740234375000002","0.8740234375000002","0.8154296875","0.8154296875","0.8154296875","0.8953125000000002","0.8953125000000002","0.8953125000000002","0.8857421875000002","0.8857421875000002","0.8857421875000002"
"50","0.6808593749999999","0.6808593749999999","0.6808593749999999","0.7224609375000001","0.7224609375000001","0.7224609375000001","0.7232421875000001","0.7232421875000001","0.7232421875000001","0.7505859375000001","0.7505859375000001","0.7505859375000001","0.6171875000000001","0.6171875000000001","0.6171875000000001","0.7658203125","0.7658203125","0.7658203125","0.755859375","0.755859375","0.755859375","0.7203124999999999","0.7203124999999999","0.7203124999999999","0.8535156250000001","0.8535156250000001","0.8535156250000001","0.7865234375","0.7865234375","0.7865234375","0.8894531250000002","0.8894531250000002","0.8894531250000002","0.8810546875000003","0.8810546875000003","0.8810546875000003"
"51","0.6904296875","0.6904296875","0.6904296875","0.7652343749999999","0.7652343749999999","0.7652343749999999","0.7009765625","0.7009765625","0.7009765625","0.7689453125000001","0.7689453125000001","0.7689453125000001","0.6041015625","0.6041015625","0.6041015625","0.7398437499999999","0.7398437499999999","0.7398437499999999","0.76640625","0.76640625","0.76640625","0.7146484375","0.7146484375","0.7146484375","0.8822265625000002","0.8822265625000002","0.8822265625000002","0.8035156250000001","0.8035156250000001","0.8035156250000001","0.8679687500000002","0.8679687500000002","0.8679687500000002","0.8802734375000001","0.8802734375000001","0.8802734375000001"
"52","0.670703125","0.670703125","0.670703125","0.7183593749999999","0.7183593749999999","0.7183593749999999","0.7406250000000001","0.7406250000000001","0.7406250000000001","0.7332031250000001","0.7332031250000001","0.7332031250000001","0.4009765625","0.4009765625","0.4009765625","0.725390625","0.725390625","0.725390625","0.6765625","0.6765625","0.6765625","0.68671875","0.68671875","0.68671875","0.8796875000000002","0.8796875000000002","0.8796875000000002","0.8109375","0.8109375","0.8109375","0.8664062500000002","0.8664062500000002","0.8664062500000002","0.8695312500000002","0.8695312500000002","0.8695312500000002"
"53","0.7291015625","0.7291015625","0.7291015625","0.6806640625","0.6806640625","0.6806640625","0.7568359375","0.7568359375","0.7568359375","0.7472656249999999","0.7472656249999999","0.7472656249999999","0.40546875000000004","0.40546875000000004","0.40546875000000004","0.7640624999999999","0.7640624999999999","0.7640624999999999","0.7765624999999999","0.7765624999999999","0.7765624999999999","0.758203125","0.758203125","0.758203125","0.8906250000000002","0.8906250000000002","0.8906250000000002","0.79609375","0.79609375","0.79609375","0.8947265625000002","0.8947265625000002","0.8947265625000002","0.8667968750000001","0.8667968750000001","0.8667968750000001"
"54","0.6994140625","0.6994140625","0.6994140625","0.7542968750000001","0.7542968750000001","0.7542968750000001","0.7462890625","0.7462890625","0.7462890625","0.6849609375","0.6849609375","0.6849609375","0.3994140625","0.3994140625","0.3994140625","0.7912109375","0.7912109375","0.7912109375","0.7546875000000001","0.7546875000000001","0.7546875000000001","0.7078125000000002","0.7078125000000002","0.7078125000000002","0.8873046875000002","0.8873046875000002","0.8873046875000002","0.8095703125000001","0.8095703125000001","0.8095703125000001","0.8828125000000002","0.8828125000000002","0.8828125000000002","0.8597656250000001","0.8597656250000001","0.8597656250000001"
"55","0.6943359375","0.6943359375","0.6943359375","0.7242187499999999","0.7242187499999999","0.7242187499999999","0.7384765625","0.7384765625","0.7384765625","0.7607421875","0.7607421875","0.7607421875","0.4076171875","0.4076171875","0.4076171875","0.7767578124999999","0.7767578124999999","0.7767578124999999","0.7234375","0.7234375","0.7234375","0.75703125","0.75703125","0.75703125","0.876171875","0.876171875","0.876171875","0.8205078125","0.8205078125","0.8205078125","0.8953125000000002","0.8953125000000002","0.8953125000000002","0.8851562500000001","0.8851562500000001","0.8851562500000001"
"56","0.6777343750000001","0.6777343750000001","0.6777343750000001","0.765234375","0.765234375","0.765234375","0.75390625","0.75390625","0.75390625","0.7130859375","0.7130859375","0.7130859375","0.401953125","0.401953125","0.401953125","0.7857421875","0.7857421875","0.7857421875","0.740234375","0.740234375","0.740234375","0.7470703125","0.7470703125","0.7470703125","0.8667968750000001","0.8667968750000001","0.8667968750000001","0.82890625","0.82890625","0.82890625","0.8839843750000002","0.8839843750000002","0.8839843750000002","0.8740234375000001","0.8740234375000001","0.8740234375000001"
"58","0.7126953125","0.7126953125","0.7126953125","0.7548828125","0.7548828125","0.7548828125","0.722265625","0.722265625","0.722265625","0.7287109375","0.7287109375","0.7287109375","0.34062500000000007","0.34062500000000007","0.34062500000000007","0.7484375","0.7484375","0.7484375","0.762109375","0.762109375","0.762109375","0.7173828125","0.7173828125","0.7173828125","0.8910156250000002","0.8910156250000002","0.8910156250000002","0.8296874999999999","0.8296874999999999","0.8296874999999999","0.8917968750000003","0.8917968750000003","0.8917968750000003","0.8765625000000001","0.8765625000000001","0.8765625000000001"
"59","0.7193359375000001","0.7193359375000001","0.7193359375000001","0.755078125","0.755078125","0.755078125","0.7208984375","0.7208984375","0.7208984375","0.7333984375","0.7333984375","0.7333984375","0.3521484375","0.3521484375","0.3521484375","0.7806640625000001","0.7806640625000001","0.7806640625000001","0.751953125","0.751953125","0.751953125","0.7277343749999999","0.7277343749999999","0.7277343749999999","0.883984375","0.883984375","0.883984375","0.816796875","0.816796875","0.816796875","0.8894531250000002","0.8894531250000002","0.8894531250000002","0.8880859375000002","0.8880859375000002","0.8880859375000002"
"60","0.62109375","0.62109375","0.62109375","0.7185546875","0.7185546875","0.7185546875","0.7503906250000001","0.7503906250000001","0.7503906250000001","0.7439453125000001","0.7439453125000001","0.7439453125000001","0.309375","0.309375","0.309375","0.7970703124999999","0.7970703124999999","0.7970703124999999","0.7613281250000001","0.7613281250000001","0.7613281250000001","0.7578125","0.7578125","0.7578125","0.8925781250000002","0.8925781250000002","0.8925781250000002","0.8279296875000001","0.8279296875000001","0.8279296875000001","0.8769531250000002","0.8769531250000002","0.8769531250000002","0.8763671875000002","0.8763671875000002","0.8763671875000002"
"61","0.7041015625","0.7041015625","0.7041015625","0.7390625000000001","0.7390625000000001","0.7390625000000001","0.7412109375","0.7412109375","0.7412109375","0.7218749999999999","0.7218749999999999","0.7218749999999999","0.34687500000000004","0.34687500000000004","0.34687500000000004","0.7855468750000001","0.7855468750000001","0.7855468750000001","0.747265625","0.747265625","0.747265625","0.7611328125000001","0.7611328125000001","0.7611328125000001","0.8609375000000001","0.8609375000000001","0.8609375000000001","0.8111328125","0.8111328125","0.8111328125","0.8800781250000003","0.8800781250000003","0.8800781250000003","0.8740234375000002","0.8740234375000002","0.8740234375000002"
"62","0.7029296875","0.7029296875","0.7029296875","0.6978515625000001","0.6978515625000001","0.6978515625000001","0.7392578125","0.7392578125","0.7392578125","0.7359374999999999","0.7359374999999999","0.7359374999999999","0.35878906250000003","0.35878906250000003","0.35878906250000003","0.7962890625000001","0.7962890625000001","0.7962890625000001","0.7726562499999999","0.7726562499999999","0.7726562499999999","0.7386718750000001","0.7386718750000001","0.7386718750000001","0.8861328125000002","0.8861328125000002","0.8861328125000002","0.81640625","0.81640625","0.81640625","0.8582031250000002","0.8582031250000002","0.8582031250000002","0.8740234375000002","0.8740234375000002","0.8740234375000002"
"63","0.69140625","0.69140625","0.69140625","0.7154296875","0.7154296875","0.7154296875","0.7496093749999999","0.7496093749999999","0.7496093749999999","0.7287109375","0.7287109375","0.7287109375","0.3623046875","0.3623046875","0.3623046875","0.795703125","0.795703125","0.795703125","0.708984375","0.708984375","0.708984375","0.745703125","0.745703125","0.745703125","0.8730468750000001","0.8730468750000001","0.8730468750000001","0.798828125","0.798828125","0.798828125","0.8820312500000002","0.8820312500000002","0.8820312500000002","0.8757812500000002","0.8757812500000002","0.8757812500000002"
