"Step","w1-baseline-fast - metrics/reasoning_reward","w1-baseline-fast - metrics/reasoning_reward__MIN","w1-baseline-fast - metrics/reasoning_reward__MAX","w1-alpha64-baseline - metrics/reasoning_reward","w1-alpha64-baseline - metrics/reasoning_reward__MIN","w1-alpha64-baseline - metrics/reasoning_reward__MAX","w1-alpha32-baseline - metrics/reasoning_reward","w1-alpha32-baseline - metrics/reasoning_reward__MIN","w1-alpha32-baseline - metrics/reasoning_reward__MAX","w1-alpha128-baseline - metrics/reasoning_reward","w1-alpha128-baseline - metrics/reasoning_reward__MIN","w1-alpha128-baseline - metrics/reasoning_reward__MAX","w1-alpha64-lr1e-5 - metrics/reasoning_reward","w1-alpha64-lr1e-5 - metrics/reasoning_reward__MIN","w1-alpha64-lr1e-5 - metrics/reasoning_reward__MAX","w1-alpha64-lr3e-6 - metrics/reasoning_reward","w1-alpha64-lr3e-6 - metrics/reasoning_reward__MIN","w1-alpha64-lr3e-6 - metrics/reasoning_reward__MAX","w1-alpha64-lr3e-6-b64-r16 - metrics/reasoning_reward","w1-alpha64-lr3e-6-b64-r16 - metrics/reasoning_reward__MIN","w1-alpha64-lr3e-6-b64-r16 - metrics/reasoning_reward__MAX","w1-alpha64-lr5e-6 - metrics/reasoning_reward","w1-alpha64-lr5e-6 - metrics/reasoning_reward__MIN","w1-alpha64-lr5e-6 - metrics/reasoning_reward__MAX","w1-alpha64-lr3e-6-2048-max-tokens - metrics/reasoning_reward","w1-alpha64-lr3e-6-2048-max-tokens - metrics/reasoning_reward__MIN","w1-alpha64-lr3e-6-2048-max-tokens - metrics/reasoning_reward__MAX","w1-alpha64-lr3e-6-1024-max-tokens - metrics/reasoning_reward","w1-alpha64-lr3e-6-1024-max-tokens - metrics/reasoning_reward__MIN","w1-alpha64-lr3e-6-1024-max-tokens - metrics/reasoning_reward__MAX","w2-alpha64-lr3e-6-2048-max-tokens-t0.15 - metrics/reasoning_reward","w2-alpha64-lr3e-6-2048-max-tokens-t0.15 - metrics/reasoning_reward__MIN","w2-alpha64-lr3e-6-2048-max-tokens-t0.15 - metrics/reasoning_reward__MAX","w2-alpha64-lr3e-6-2048-max-tokens-r4 - metrics/reasoning_reward","w2-alpha64-lr3e-6-2048-max-tokens-r4 - metrics/reasoning_reward__MIN","w2-alpha64-lr3e-6-2048-max-tokens-r4 - metrics/reasoning_reward__MAX"
"64","0.7156250000000001","0.7156250000000001","0.7156250000000001","0.6828125","0.6828125","0.6828125","0.714453125","0.714453125","0.714453125","0.7193359375","0.7193359375","0.7193359375","0.3583984375","0.3583984375","0.3583984375","0.8173828125","0.8173828125","0.8173828125","0.690625","0.690625","0.690625","0.743359375","0.743359375","0.743359375","0.8521484375","0.8521484375","0.8521484375","0.828125","0.828125","0.828125","0.8753906250000003","0.8753906250000003","0.8753906250000003","0.8736328125000001","0.8736328125000001","0.8736328125000001"
"65","0.7142578125000001","0.7142578125000001","0.7142578125000001","0.7099609375","0.7099609375","0.7099609375","0.690625","0.690625","0.690625","0.7525390625","0.7525390625","0.7525390625","0.38886718750000004","0.38886718750000004","0.38886718750000004","0.8068359375","0.8068359375","0.8068359375","0.773046875","0.773046875","0.773046875","0.7671874999999999","0.7671874999999999","0.7671874999999999","0.8757812500000002","0.8757812500000002","0.8757812500000002","0.830078125","0.830078125","0.830078125","0.8968750000000003","0.8968750000000003","0.8968750000000003","0.8757812500000002","0.8757812500000002","0.8757812500000002"
"66","0.700390625","0.700390625","0.700390625","0.7330078124999999","0.7330078124999999","0.7330078124999999","0.7080078125","0.7080078125","0.7080078125","0.7275390625","0.7275390625","0.7275390625","0.37324218750000004","0.37324218750000004","0.37324218750000004","0.8115234375","0.8115234375","0.8115234375","0.76328125","0.76328125","0.76328125","0.7523437499999999","0.7523437499999999","0.7523437499999999","0.8871093750000002","0.8871093750000002","0.8871093750000002","0.8031250000000001","0.8031250000000001","0.8031250000000001","0.8861328125000002","0.8861328125000002","0.8861328125000002","0.8791015625","0.8791015625","0.8791015625"
"67","0.7019531250000001","0.7019531250000001","0.7019531250000001","0.73203125","0.73203125","0.73203125","0.7212890625000001","0.7212890625000001","0.7212890625000001","0.72578125","0.72578125","0.72578125","0.35703125","0.35703125","0.35703125","0.822265625","0.822265625","0.822265625","0.7503906250000001","0.7503906250000001","0.7503906250000001","0.7513671874999999","0.7513671874999999","0.7513671874999999","0.8789062500000002","0.8789062500000002","0.8789062500000002","0.8302734375","0.8302734375","0.8302734375","0.8955078125000002","0.8955078125000002","0.8955078125000002","0.8804687500000001","0.8804687500000001","0.8804687500000001"
"68","0.7195312500000001","0.7195312500000001","0.7195312500000001","0.736328125","0.736328125","0.736328125","0.7654296875000001","0.7654296875000001","0.7654296875000001","0.7396484375000001","0.7396484375000001","0.7396484375000001","0.38710937500000003","0.38710937500000003","0.38710937500000003","0.813671875","0.813671875","0.813671875","0.765625","0.765625","0.765625","0.7455078125","0.7455078125","0.7455078125","0.8880859375000002","0.8880859375000002","0.8880859375000002","0.83984375","0.83984375","0.83984375","0.8826171875000002","0.8826171875000002","0.8826171875000002","0.8863281250000001","0.8863281250000001","0.8863281250000001"
"69","0.7580078125","0.7580078125","0.7580078125","0.7240234374999999","0.7240234374999999","0.7240234374999999","0.7099609375","0.7099609375","0.7099609375","0.7337890625000001","0.7337890625000001","0.7337890625000001","0.371875","0.371875","0.371875","0.8048828124999999","0.8048828124999999","0.8048828124999999","0.7734375","0.7734375","0.7734375","0.7546875","0.7546875","0.7546875","0.8910156250000002","0.8910156250000002","0.8910156250000002","0.8128906250000001","0.8128906250000001","0.8128906250000001","0.8757812500000002","0.8757812500000002","0.8757812500000002","0.8708984375000002","0.8708984375000002","0.8708984375000002"
"70","0.6767578125","0.6767578125","0.6767578125","0.7525390625","0.7525390625","0.7525390625","0.712890625","0.712890625","0.712890625","0.731640625","0.731640625","0.731640625","0.384765625","0.384765625","0.384765625","0.837890625","0.837890625","0.837890625","0.7683593750000001","0.7683593750000001","0.7683593750000001","0.7599609375","0.7599609375","0.7599609375","0.8894531250000002","0.8894531250000002","0.8894531250000002","0.83515625","0.83515625","0.83515625","0.8554687500000001","0.8554687500000001","0.8554687500000001","0.8628906250000001","0.8628906250000001","0.8628906250000001"
"71","0.7345703125","0.7345703125","0.7345703125","0.728125","0.728125","0.728125","0.7322265625","0.7322265625","0.7322265625","","","","0.41640625000000003","0.41640625000000003","0.41640625000000003","0.822265625","0.822265625","0.822265625","0.72109375","0.72109375","0.72109375","0.7904296874999999","0.7904296874999999","0.7904296874999999","0.8734375000000001","0.8734375000000001","0.8734375000000001","0.834765625","0.834765625","0.834765625","0.8921875000000001","0.8921875000000001","0.8921875000000001","0.8677734375000001","0.8677734375000001","0.8677734375000001"
"72","0.7109375","0.7109375","0.7109375","0.7488281250000001","0.7488281250000001","0.7488281250000001","0.740625","0.740625","0.740625","","","","0.42304687499999993","0.42304687499999993","0.42304687499999993","0.81328125","0.81328125","0.81328125","0.78515625","0.78515625","0.78515625","0.7533203125","0.7533203125","0.7533203125","0.8792968750000001","0.8792968750000001","0.8792968750000001","0.8259765625000001","0.8259765625000001","0.8259765625000001","0.8867187500000002","0.8867187500000002","0.8867187500000002","0.8636718750000001","0.8636718750000001","0.8636718750000001"
"73","0.7177734375","0.7177734375","0.7177734375","0.75546875","0.75546875","0.75546875","0.7673828125","0.7673828125","0.7673828125","","","","0.4392578125","0.4392578125","0.4392578125","0.8273437499999999","0.8273437499999999","0.8273437499999999","0.75390625","0.75390625","0.75390625","0.7744140625","0.7744140625","0.7744140625","0.8869140625000002","0.8869140625000002","0.8869140625000002","0.8294921875","0.8294921875","0.8294921875","0.8740234375000002","0.8740234375000002","0.8740234375000002","0.8738281250000002","0.8738281250000002","0.8738281250000002"
"74","0.7142578125000001","0.7142578125000001","0.7142578125000001","0.7431640625","0.7431640625","0.7431640625","0.744140625","0.744140625","0.744140625","","","","0.4595703125","0.4595703125","0.4595703125","0.8121093750000001","0.8121093750000001","0.8121093750000001","0.7683593750000001","0.7683593750000001","0.7683593750000001","0.7716796875","0.7716796875","0.7716796875","0.8820312500000002","0.8820312500000002","0.8820312500000002","0.8160156250000001","0.8160156250000001","0.8160156250000001","0.8628906250000001","0.8628906250000001","0.8628906250000001","0.8775390625000001","0.8775390625000001","0.8775390625000001"
"75","0.733984375","0.733984375","0.733984375","0.7548828125","0.7548828125","0.7548828125","0.6822265625","0.6822265625","0.6822265625","","","","0.4056640625","0.4056640625","0.4056640625","0.8380859375","0.8380859375","0.8380859375","0.7250000000000001","0.7250000000000001","0.7250000000000001","0.7744140625","0.7744140625","0.7744140625","0.8763671875000001","0.8763671875000001","0.8763671875000001","0.83671875","0.83671875","0.83671875","0.8480468750000001","0.8480468750000001","0.8480468750000001","0.8681640625000001","0.8681640625000001","0.8681640625000001"
"76","0.69921875","0.69921875","0.69921875","0.7326171875","0.7326171875","0.7326171875","0.7802734375","0.7802734375","0.7802734375","","","","0.24765625","0.24765625","0.24765625","0.8197265625000001","0.8197265625000001","0.8197265625000001","0.778125","0.778125","0.778125","0.77734375","0.77734375","0.77734375","0.8880859375000002","0.8880859375000002","0.8880859375000002","0.8255859375000001","0.8255859375000001","0.8255859375000001","0.8367187500000002","0.8367187500000002","0.8367187500000002","0.8787109375000002","0.8787109375000002","0.8787109375000002"
"77","0.725390625","0.725390625","0.725390625","0.728515625","0.728515625","0.728515625","0.7109375000000001","0.7109375000000001","0.7109375000000001","","","","0.0111328125","0.0111328125","0.0111328125","0.828125","0.828125","0.828125","0.755859375","0.755859375","0.755859375","0.7845703125000001","0.7845703125000001","0.7845703125000001","0.8802734375000002","0.8802734375000002","0.8802734375000002","0.8224609375","0.8224609375","0.8224609375","0.8746093750000001","0.8746093750000001","0.8746093750000001","0.8779296875000001","0.8779296875000001","0.8779296875000001"
"78","0.755078125","0.755078125","0.755078125","0.7583984375000001","0.7583984375000001","0.7583984375000001","0.7109375","0.7109375","0.7109375","","","","0.0005859375000000001","0.0005859375000000001","0.0005859375000000001","0.83828125","0.83828125","0.83828125","0.737109375","0.737109375","0.737109375","0.788671875","0.788671875","0.788671875","0.8853515625000001","0.8853515625000001","0.8853515625000001","0.8134765625","0.8134765625","0.8134765625","0.8857421875000002","0.8857421875000002","0.8857421875000002","0.8775390625000001","0.8775390625000001","0.8775390625000001"
"79","0.658203125","0.658203125","0.658203125","0.7835937500000001","0.7835937500000001","0.7835937500000001","0.74453125","0.74453125","0.74453125","","","","0.0","0.0","0.0","0.8232421875","0.8232421875","0.8232421875","0.7277343749999999","0.7277343749999999","0.7277343749999999","0.83125","0.83125","0.83125","0.8939453125000003","0.8939453125000003","0.8939453125000003","0.815234375","0.815234375","0.815234375","0.8857421875","0.8857421875","0.8857421875","0.8724609375000001","0.8724609375000001","0.8724609375000001"
"80","0.6892578125","0.6892578125","0.6892578125","0.7386718750000001","0.7386718750000001","0.7386718750000001","0.7546875","0.7546875","0.7546875","","","","0.0","0.0","0.0","0.8203125","0.8203125","0.8203125","0.691796875","0.691796875","0.691796875","0.7939453125","0.7939453125","0.7939453125","0.8917968750000003","0.8917968750000003","0.8917968750000003","0.82421875","0.82421875","0.82421875","0.8730468750000002","0.8730468750000002","0.8730468750000002","0.873046875","0.873046875","0.873046875"
"81","0.74296875","0.74296875","0.74296875","0.7775390625","0.7775390625","0.7775390625","0.7900390625","0.7900390625","0.7900390625","","","","0.0005859375000000001","0.0005859375000000001","0.0005859375000000001","0.8265625000000001","0.8265625000000001","0.8265625000000001","0.7339843749999999","0.7339843749999999","0.7339843749999999","0.784375","0.784375","0.784375","0.8869140625000002","0.8869140625000002","0.8869140625000002","0.8179687500000001","0.8179687500000001","0.8179687500000001","0.8923828125000002","0.8923828125000002","0.8923828125000002","0.8785156250000001","0.8785156250000001","0.8785156250000001"
"82","0.7154296875","0.7154296875","0.7154296875","0.75703125","0.75703125","0.75703125","0.7693359375","0.7693359375","0.7693359375","","","","0.002734375","0.002734375","0.002734375","0.8328125","0.8328125","0.8328125","0.7984374999999999","0.7984374999999999","0.7984374999999999","0.806640625","0.806640625","0.806640625","0.8804687500000001","0.8804687500000001","0.8804687500000001","0.8275390624999999","0.8275390624999999","0.8275390624999999","0.8738281250000002","0.8738281250000002","0.8738281250000002","0.8869140625000003","0.8869140625000003","0.8869140625000003"
"84","0.6951171875","0.6951171875","0.6951171875","0.7189453125","0.7189453125","0.7189453125","0.7580078125","0.7580078125","0.7580078125","","","","","","","0.8220703125","0.8220703125","0.8220703125","0.7378906249999999","0.7378906249999999","0.7378906249999999","0.8087890625","0.8087890625","0.8087890625","0.8857421875000002","0.8857421875000002","0.8857421875000002","0.8335937499999999","0.8335937499999999","0.8335937499999999","0.8728515625000002","0.8728515625000002","0.8728515625000002","0.8792968750000002","0.8792968750000002","0.8792968750000002"
"85","0.7189453125","0.7189453125","0.7189453125","0.7412109375","0.7412109375","0.7412109375","0.725390625","0.725390625","0.725390625","","","","","","","0.8166015624999999","0.8166015624999999","0.8166015624999999","0.688671875","0.688671875","0.688671875","0.7994140625","0.7994140625","0.7994140625","0.8685546875000001","0.8685546875000001","0.8685546875000001","0.8423828125000001","0.8423828125000001","0.8423828125000001","0.8925781250000002","0.8925781250000002","0.8925781250000002","0.8679687500000002","0.8679687500000002","0.8679687500000002"
"86","0.6749999999999999","0.6749999999999999","0.6749999999999999","0.750390625","0.750390625","0.750390625","0.7386718750000001","0.7386718750000001","0.7386718750000001","","","","","","","0.8265625000000001","0.8265625000000001","0.8265625000000001","0.7203124999999999","0.7203124999999999","0.7203124999999999","0.8083984375","0.8083984375","0.8083984375","0.8699218750000001","0.8699218750000001","0.8699218750000001","0.8330078125","0.8330078125","0.8330078125","0.8689453125000002","0.8689453125000002","0.8689453125000002","0.8855468750000002","0.8855468750000002","0.8855468750000002"
"87","0.700390625","0.700390625","0.700390625","0.7544921874999999","0.7544921874999999","0.7544921874999999","0.746484375","0.746484375","0.746484375","","","","","","","0.826171875","0.826171875","0.826171875","0.75","0.75","0.75","0.8060546875","0.8060546875","0.8060546875","0.8802734375000001","0.8802734375000001","0.8802734375000001","0.8001953125000001","0.8001953125000001","0.8001953125000001","0.8802734375000002","0.8802734375000002","0.8802734375000002","0.8781250000000002","0.8781250000000002","0.8781250000000002"
"88","0.6857421875","0.6857421875","0.6857421875","0.7513671875000001","0.7513671875000001","0.7513671875000001","0.7119140625","0.7119140625","0.7119140625","","","","","","","0.8310546875","0.8310546875","0.8310546875","0.724609375","0.724609375","0.724609375","0.7919921875","0.7919921875","0.7919921875","0.8861328125000001","0.8861328125000001","0.8861328125000001","0.8189453125000001","0.8189453125000001","0.8189453125000001","0.8750000000000001","0.8750000000000001","0.8750000000000001","0.8751953125000002","0.8751953125000002","0.8751953125000002"
"89","0.698046875","0.698046875","0.698046875","0.756640625","0.756640625","0.756640625","0.7562500000000001","0.7562500000000001","0.7562500000000001","","","","","","","0.8255859375000001","0.8255859375000001","0.8255859375000001","0.787109375","0.787109375","0.787109375","0.7900390625","0.7900390625","0.7900390625","0.8853515625000001","0.8853515625000001","0.8853515625000001","0.8167968750000001","0.8167968750000001","0.8167968750000001","0.8705078125000001","0.8705078125000001","0.8705078125000001","0.8751953125000002","0.8751953125000002","0.8751953125000002"
"90","0.6681640625","0.6681640625","0.6681640625","0.71875","0.71875","0.71875","0.7498046875","0.7498046875","0.7498046875","","","","","","","0.8345703125","0.8345703125","0.8345703125","0.68203125","0.68203125","0.68203125","0.8005859375000001","0.8005859375000001","0.8005859375000001","0.8794921875000001","0.8794921875000001","0.8794921875000001","0.8384765625","0.8384765625","0.8384765625","0.8900390625000001","0.8900390625000001","0.8900390625000001","0.8652343750000002","0.8652343750000002","0.8652343750000002"
"91","0.6828125","0.6828125","0.6828125","0.7525390624999999","0.7525390624999999","0.7525390624999999","0.7341796875","0.7341796875","0.7341796875","","","","","","","0.82421875","0.82421875","0.82421875","0.734375","0.734375","0.734375","0.8306640625","0.8306640625","0.8306640625","0.8787109375000002","0.8787109375000002","0.8787109375000002","0.8337890625000002","0.8337890625000002","0.8337890625000002","0.8716796875000001","0.8716796875000001","0.8716796875000001","0.8804687500000001","0.8804687500000001","0.8804687500000001"
"92","0.6683593750000001","0.6683593750000001","0.6683593750000001","0.728125","0.728125","0.728125","0.7623046875","0.7623046875","0.7623046875","","","","","","","0.807421875","0.807421875","0.807421875","0.802734375","0.802734375","0.802734375","0.8080078125000001","0.8080078125000001","0.8080078125000001","0.8785156250000001","0.8785156250000001","0.8785156250000001","0.791015625","0.791015625","0.791015625","0.8863281250000002","0.8863281250000002","0.8863281250000002","0.8898437500000003","0.8898437500000003","0.8898437500000003"
"93","0.6792968750000001","0.6792968750000001","0.6792968750000001","0.7423828125","0.7423828125","0.7423828125","0.7800781250000001","0.7800781250000001","0.7800781250000001","","","","","","","0.8322265625","0.8322265625","0.8322265625","0.740234375","0.740234375","0.740234375","0.795703125","0.795703125","0.795703125","0.8861328125000001","0.8861328125000001","0.8861328125000001","0.834765625","0.834765625","0.834765625","0.8845703125000002","0.8845703125000002","0.8845703125000002","0.8818359375000002","0.8818359375000002","0.8818359375000002"
"94","0.7578125","0.7578125","0.7578125","0.7345703125","0.7345703125","0.7345703125","0.7740234375","0.7740234375","0.7740234375","","","","","","","0.8056640625000001","0.8056640625000001","0.8056640625000001","0.7867187499999999","0.7867187499999999","0.7867187499999999","0.798828125","0.798828125","0.798828125","0.8833984375000001","0.8833984375000001","0.8833984375000001","0.834765625","0.834765625","0.834765625","0.8531250000000001","0.8531250000000001","0.8531250000000001","0.8699218750000002","0.8699218750000002","0.8699218750000002"
"95","0.7380859375","0.7380859375","0.7380859375","0.7054687500000001","0.7054687500000001","0.7054687500000001","0.726171875","0.726171875","0.726171875","","","","","","","0.831640625","0.831640625","0.831640625","0.791015625","0.791015625","0.791015625","0.8136718749999999","0.8136718749999999","0.8136718749999999","0.8878906250000002","0.8878906250000002","0.8878906250000002","0.8419921875","0.8419921875","0.8419921875","0.8767578125000002","0.8767578125000002","0.8767578125000002","0.8861328125000003","0.8861328125000003","0.8861328125000003"
"96","0.7419921875000001","0.7419921875000001","0.7419921875000001","0.7748046875","0.7748046875","0.7748046875","0.702734375","0.702734375","0.702734375","","","","","","","0.820703125","0.820703125","0.820703125","0.7425781250000001","0.7425781250000001","0.7425781250000001","0.80859375","0.80859375","0.80859375","0.8853515625000001","0.8853515625000001","0.8853515625000001","0.81015625","0.81015625","0.81015625","0.88984375","0.88984375","0.88984375","0.8837890625000002","0.8837890625000002","0.8837890625000002"
"97","0.7201171875","0.7201171875","0.7201171875","0.7763671875","0.7763671875","0.7763671875","0.7439453125","0.7439453125","0.7439453125","","","","","","","0.8134765625","0.8134765625","0.8134765625","0.8046875","0.8046875","0.8046875","0.8115234375","0.8115234375","0.8115234375","0.8896484375000002","0.8896484375000002","0.8896484375000002","0.840234375","0.840234375","0.840234375","0.8888671875000002","0.8888671875000002","0.8888671875000002","0.8798828125000002","0.8798828125000002","0.8798828125000002"
"98","0.6861328125","0.6861328125","0.6861328125","0.7416015625000001","0.7416015625000001","0.7416015625000001","0.7750000000000001","0.7750000000000001","0.7750000000000001","","","","","","","0.825","0.825","0.825","0.78125","0.78125","0.78125","0.80546875","0.80546875","0.80546875","0.8902343750000001","0.8902343750000001","0.8902343750000001","0.821875","0.821875","0.821875","0.8662109375000001","0.8662109375000001","0.8662109375000001","0.8818359375000002","0.8818359375000002","0.8818359375000002"
"99","0.74609375","0.74609375","0.74609375","0.748046875","0.748046875","0.748046875","0.6728515625","0.6728515625","0.6728515625","","","","","","","0.8197265625","0.8197265625","0.8197265625","0.7703125","0.7703125","0.7703125","0.8246093749999999","0.8246093749999999","0.8246093749999999","0.8855468750000002","0.8855468750000002","0.8855468750000002","0.8451171875000001","0.8451171875000001","0.8451171875000001","0.8628906250000002","0.8628906250000002","0.8628906250000002","0.8699218750000002","0.8699218750000002","0.8699218750000002"
"100","0.7103515625000001","0.7103515625000001","0.7103515625000001","0.7472656249999999","0.7472656249999999","0.7472656249999999","0.7244140625","0.7244140625","0.7244140625","","","","","","","0.8130859375","0.8130859375","0.8130859375","0.750390625","0.750390625","0.750390625","0.812109375","0.812109375","0.812109375","0.8880859375000001","0.8880859375000001","0.8880859375000001","0.8296875000000001","0.8296875000000001","0.8296875000000001","0.8779296875000002","0.8779296875000002","0.8779296875000002","0.8820312500000002","0.8820312500000002","0.8820312500000002"